anticipation,joy,negative,sadness,disgust,positive,anger,surprise,fear,trust,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN
3.94537710259,2.75726084635,1.74009838953,0.825178068509,1.5322848497,3.40278531845,0.825178068509,1.49701242519,1.2382962921,2.18289277693,1.95,2.4,3.8,2.8,2.7,0.0,0.0,1.0,0.0,0.0
16.5466174698,6.83867338741,18.5275030941,9.7179004819,8.45447630044,23.7043287416,7.96265813143,6.62935249338,7.47866589746,6.65536695351,3.75,2.5,4.0,4.75,4.5,1.0,0.0,1.0,1.0,1.0
13.2785998464,12.6523978492,21.1556201978,5.66049407561,3.54074947918,20.5751029938,6.46726277617,5.92488440824,9.76728795469,9.10858033227,3.15,3.6,3.4,2.2,4.25,0.0,1.0,0.0,0.0,1.0
9.55154940248,7.34184868497,16.9812441692,6.33463639488,2.77359723258,14.4848083936,8.17593521748,6.96013919655,7.39199979514,12.6650367183,1.55,2.45,3.5,3.4,4.5,0.0,0.0,0.0,0.0,1.0
5.20999599338,3.86783502307,8.40739181945,4.75774976311,3.82917788421,8.50689282925,4.30395523487,2.89501891288,4.41610175432,3.08862239351,2.45,2.95,3.3,3.55,4.6,0.0,1.0,0.0,1.0,1.0
4.77762449014,4.05502085213,7.34851852425,2.52711819338,1.17057821844,5.78861407042,1.63075193818,3.2486908105,5.18825990248,2.55775353431,3.9,1.7,4.2,4.6,4.7,1.0,0.0,1.0,1.0,1.0
14.9644294391,19.0795469662,28.9724193568,13.9340085103,11.0229557598,35.898828436,9.12532505049,10.211929067,12.0951184828,17.836754787,4.13,1.43,4.5,3.5,4.13,1.0,0.0,1.0,1.0,1.0
0.0,0.707106781187,0.707106781187,0.707106781187,0.0,0.707106781187,0.0,0.0,0.0,0.0,4.6,1.6,4.3,4.7,4.5,1.0,0.0,1.0,1.0,1.0
0.53033008589,1.34682666682,2.01723625153,1.70975963504,0.603022689156,2.6543032833,0.301511344578,0.353553390593,0.0,0.176776695297,4.5,1.55,3.85,2.6,3.95,1.0,0.0,1.0,0.0,1.0
8.27043072225,5.66089426751,3.3716034897,2.8952972727,1.36602540378,10.5346677154,1.09018647917,4.54527384195,2.66666666667,5.04056583773,1.35,4.75,2.85,4.55,4.4,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.15,4.1,2.9,4.6,0.0,0.0,1.0,0.0,1.0
2.35546188596,1.61388026217,0.408248290464,0.408248290464,0.408248290464,1.61388026217,0.408248290464,0.4472135955,0.408248290464,1.28054692883,3.4,2.85,3.8,3.2,3.65,0.0,1.0,1.0,0.0,0.0
1.30178372574,0.767261241912,1.0,0.0,0.267261241912,0.767261241912,0.0,0.767261241912,0.0,0.267261241912,4.75,4.25,3.75,3.5,5.0,1.0,1.0,1.0,1.0,1.0
22.5132071452,12.1862041051,13.6499844848,6.75100585359,4.19552682716,15.9415871852,3.73572731313,6.20209397176,5.09021837628,10.3007039946,3.3,2.8,3.35,4.25,3.5,0.0,1.0,0.0,1.0,0.0
0.242535625036,0.0,1.4347136563,0.242535625036,0.242535625036,0.0,1.19217803126,0.0,0.242535625036,0.0,2.4,3.05,4.1,3.0,4.1,0.0,1.0,1.0,0.0,1.0
14.6664018078,15.9786619703,16.1662597691,7.66557918114,6.60225232899,28.1903447124,8.16664202343,6.23194110138,8.96294932144,19.0160442455,2.75,2.5,4.0,3.0,4.75,0.0,0.0,1.0,0.0,1.0
1.23993496907,0.981736079325,1.98170345043,1.72350456068,0.5,1.81378637366,0.258198889747,0.714474837412,0.5,1.26917503364,3.0,2.75,3.75,3.75,3.5,0.0,0.0,1.0,1.0,0.0
9.5187339537,4.40745639263,9.80037809633,3.35740964411,2.47738858269,9.10355459431,1.64129236452,1.44597841457,3.64129236452,4.24794453962,3.15,1.9,4.15,4.0,3.55,0.0,0.0,1.0,1.0,0.0
6.44973287141,3.31639641718,4.1562437056,1.09177455862,2.29751818525,6.51046491258,1.59041140406,0.748724940078,1.55098101142,2.57817524916,1.9,2.7,4.1,4.2,4.45,0.0,0.0,1.0,1.0,1.0
15.379447711,14.0226298183,13.2681541864,9.75382674781,5.58317253219,26.8575293121,6.33482982868,7.28920741993,7.86672609368,10.3478663554,3.75,2.35,3.7,4.0,4.2,1.0,0.0,1.0,1.0,1.0
1.30757964258,2.71274797135,1.46790108366,1.33867504906,0.990550985545,4.75900266299,0.77735026919,0.751875765412,0.551875765412,1.80664487111,3.8,3.0,3.94,3.1,4.75,1.0,1.0,1.0,0.0,1.0
3.68020716821,4.98312292837,3.03823076356,2.70489743022,1.97860038181,10.0960442025,1.74469611374,2.87421953066,2.13861541232,4.33336947661,3.5,2.3,3.95,4.8,4.55,0.0,0.0,1.0,1.0,1.0
2.4472135955,2.15432037669,0.707106781187,0.0,0.0,1.15432037669,0.707106781187,0.4472135955,0.0,0.4472135955,2.55,1.4,4.25,3.9,4.15,0.0,0.0,1.0,1.0,1.0
7.01707348454,3.28162457111,6.72669088857,2.48925402149,1.2116633919,10.5163950846,0.742778351615,2.17957081983,1.4498851328,5.43268671762,3.8,1.85,3.35,3.0,4.95,1.0,0.0,0.0,0.0,1.0
2.17177728911,0.984456879299,1.70902057291,0.554700196225,0.707106781187,1.8788840703,0.277350098113,0.4472135955,0.4472135955,0.724563693613,1.75,3.6,3.6,2.1,3.85,0.0,1.0,1.0,0.0,1.0
3.5477411778,2.28390776834,3.45737601984,1.5802426891,2.21335908399,3.28390776834,2.45737601984,1.06697731053,0.894427191,1.55315621106,3.0,2.5,4.0,3.5,3.75,0.0,0.0,1.0,1.0,0.0
12.0887163317,9.62131031284,13.3499986615,5.44184983517,3.98123753134,18.0126411883,7.29851838197,4.12596633336,5.79337510831,8.73637005369,3.7,1.75,4.0,3.75,4.5,1.0,0.0,1.0,1.0,1.0
4.84954910382,3.41872373075,0.801551223569,0.0,0.25,4.56226629241,0.0,1.85059457525,0.218217890236,3.68953831598,2.7,1.45,3.8,4.35,3.3,0.0,0.0,1.0,1.0,0.0
2.20710678119,0.679605302027,1.42552798929,0.53315869262,1.06066017178,3.0938188644,0.712763994647,0.359210604054,0.712763994647,1.5,4.15,3.1,3.2,3.6,3.8,1.0,1.0,0.0,1.0,1.0
8.11146041898,10.4316408877,13.4369445795,6.89015380918,5.63963529514,18.9764820036,5.29699589114,5.20776863126,3.86561054666,7.28580826819,4.5,4.0,3.0,4.5,3.75,1.0,1.0,0.0,1.0,0.0
8.17699108024,8.76803103211,12.6169797411,3.79568396929,3.84607336088,19.0201543331,4.23808637962,3.1692508476,5.49787453046,10.1458916215,4.0,2.17,4.83,3.17,5.0,1.0,0.0,1.0,0.0,1.0
0.0,0.707106781187,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,3.13,1.56,4.38,3.88,3.5,0.0,0.0,1.0,1.0,0.0
2.91421356237,0.5,1.60153397219,1.0,0.707106781187,2.62132034356,0.0,0.0,2.15432037669,1.91421356237,2.35,2.85,3.4,2.55,4.8,0.0,1.0,0.0,0.0,1.0
5.55954201131,5.39001354484,5.43412523688,3.73806937729,5.49092917886,11.9973122422,2.83642918722,1.76058078657,2.489708634,4.73616970416,3.55,2.3,3.65,4.65,4.6,0.0,0.0,1.0,1.0,1.0
22.241441747,14.5439816163,17.6950680477,6.42124992766,2.72594500252,27.7200020907,5.19101904147,6.25795637197,4.19067644997,11.0472076557,3.75,2.0,5.0,4.25,4.5,1.0,0.0,1.0,1.0,1.0
5.35879660435,3.7143290398,11.333469306,1.87703551267,1.85438039316,4.85599334692,3.95844919458,2.33183341662,4.31718400367,4.84375021336,3.65,3.15,3.45,2.35,4.5,1.0,1.0,0.0,0.0,1.0
0.713200716356,0.267261241912,3.05381571144,1.2799548233,1.06675410695,2.72209122328,1.06675410695,0.713200716356,0.779954823304,1.03452248382,3.2,3.6,3.85,4.35,4.8,0.0,1.0,1.0,1.0,1.0
6.83068249877,6.71547828443,5.43747709857,2.78045019124,2.49671921157,10.7862650502,2.70685162395,1.6811622893,3.33572367912,7.4743951384,4.5,2.25,4.5,5.0,3.5,1.0,0.0,1.0,1.0,0.0
9.20931419073,8.22807909755,5.47617877351,3.07613763213,1.32598457051,13.3540769373,2.63431483655,3.46049555827,2.52674792685,9.33766225035,4.5,3.0,2.25,5.0,4.75,1.0,1.0,0.0,1.0,1.0
10.582134621,9.34064931161,7.0812960848,3.42807264939,1.93031713961,21.4332069867,2.63943611691,5.31622952471,2.39897637382,10.6660539355,2.75,3.5,3.0,3.25,4.5,0.0,1.0,0.0,0.0,1.0
3.52219065956,2.78959968926,1.40792703585,0.818671384859,0.700820254662,5.63160562132,0.465117994266,0.465117994266,0.465117994266,2.44166515394,2.5,2.0,3.0,4.25,2.5,0.0,0.0,0.0,1.0,0.0
33.3478170445,23.7824032713,17.1090424948,8.56008914719,3.92240813299,48.9075278477,7.83656102249,13.1738482976,9.14714209925,23.2019138538,4.5,2.25,3.5,3.25,3.75,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.68,2.45,4.35,4.05,4.4,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.15,3.15,4.65,3.45,0.0,1.0,0.0,1.0,0.0
18.1232089001,19.2488564764,15.5688437045,4.94382564931,7.80428896128,36.865888075,4.07500831516,7.6828857757,8.80796297617,24.2955375541,4.7,1.55,3.7,4.4,4.9,1.0,0.0,1.0,1.0,1.0
0.996309992355,1.1653408433,1.61535507165,1.36535507165,1.06649658093,1.4153408433,0.658248290464,1.40455828282,0.658248290464,1.1653408433,4.05,1.75,4.3,4.05,3.75,1.0,0.0,1.0,1.0,0.0
9.99249935059,10.9846077911,10.0774001011,5.24762184134,5.19158552165,20.0666776027,4.64472144889,4.52200906038,7.64576173655,13.0035488296,4.0,4.0,2.25,4.5,3.25,1.0,1.0,0.0,1.0,0.0
19.9341445347,14.3088698755,33.1774298812,14.5175355697,7.88064518922,49.2353095037,17.4000875318,11.1246832573,21.6937161563,21.0320143062,3.45,1.5,2.4,4.55,4.7,0.0,0.0,0.0,1.0,1.0
4.58803908914,1.07488789807,6.11760772317,3.58382100492,2.01068881995,5.62323152838,0.408248290464,1.45285237108,1.60068481639,3.55529290057,1.75,3.4,3.2,2.6,4.3,0.0,1.0,0.0,0.0,1.0
30.1330114704,23.5074424219,36.1603619437,10.1534523406,11.0002221057,42.0365696739,12.0261529071,9.00590406112,8.57160030479,17.2956076681,3.2,3.3,4.55,3.2,4.45,0.0,1.0,1.0,0.0,1.0
24.0851584144,17.5275080467,15.0926832004,6.90170520444,4.67477448591,30.1884483785,4.00954186028,9.47425903896,5.73783232917,20.923273592,3.4,2.8,3.05,3.05,4.35,0.0,1.0,0.0,0.0,1.0
10.3042009118,10.6077737656,6.63314842676,1.92806638372,2.19815770355,15.3281327883,1.55028907113,3.4994193891,4.29153609259,6.26085284448,3.65,2.0,4.25,3.05,4.7,1.0,0.0,1.0,0.0,1.0
4.85068509214,4.02961423534,2.97342319679,1.25442602032,1.65499677702,6.36454810137,1.11605798763,2.05565099724,1.75078955401,3.16810510241,3.0,2.5,3.75,4.25,4.0,0.0,0.0,1.0,1.0,1.0
4.16708404492,3.96096256488,3.46534346645,1.22634984193,0.709759635042,5.54791623996,0.258198889747,2.53916558566,0.636163362756,1.96526298874,4.75,2.67,4.75,3.67,4.5,1.0,0.0,1.0,1.0,1.0
2.07735026919,1.43090365978,2.08522403647,0.4472135955,1.37811725528,3.13801044097,1.37811725528,0.353553390593,0.800766986093,0.853553390593,2.5,3.0,4.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0
2.52715153794,1.5233345472,2.30864075337,0.800766986093,0.800766986093,2.24781060368,1.50787376728,0.0,0.800766986093,1.5407038225,4.5,2.75,3.25,2.75,3.75,1.0,0.0,0.0,0.0,0.0
12.375795198,7.57481350316,14.188098616,5.18235716144,3.44092086564,18.4171616204,5.39217038634,6.13365289358,8.64210769777,10.2619713199,3.6,1.95,4.2,3.6,4.8,1.0,0.0,1.0,1.0,1.0
7.92133703619,5.36942242986,6.73480797874,2.53641904978,1.33766031351,11.0744057619,1.17071176871,3.48548402547,2.75082556746,5.58931809475,2.7,2.1,3.85,3.65,4.7,0.0,0.0,1.0,1.0,1.0
7.66426368691,5.52738022603,4.25962290689,3.24583685723,1.15470053838,10.5308494394,1.29556815943,0.779954823304,2.23205080757,3.17166684164,3.7,2.9,3.4,3.35,4.05,1.0,1.0,0.0,0.0,1.0
17.4652603986,15.8009909902,20.7818939948,7.45118171441,4.90633095307,26.4101961697,7.39317005407,8.79648781122,9.77359703958,12.8451383407,2.65,2.8,3.35,3.45,4.35,0.0,1.0,0.0,0.0,1.0
1.80095346023,1.54029875588,0.724563693613,0.724563693613,0.4472135955,2.24740553707,0.724563693613,0.0,1.4316704748,1.28445705038,3.0,3.15,2.95,3.55,4.8,0.0,1.0,0.0,1.0,1.0
10.506712415,4.70644875906,5.45068474413,4.71794598604,2.19379727832,11.035917823,2.50797940329,2.8541360626,1.24978051354,3.96245530977,3.6,1.5,3.45,2.9,4.35,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.02456386469,1.02456386469,0.735888730095,0.288675134595,0.735888730095,0.0,0.735888730095,0.0,4.35,1.7,4.75,3.55,4.7,1.0,0.0,1.0,1.0,1.0
8.88262234263,8.00601150815,2.96110039389,1.13384276372,2.76552521701,11.6886121245,1.08519776586,2.0851258151,2.50739477322,7.56672228046,2.0,4.0,3.75,4.0,4.25,0.0,1.0,1.0,1.0,1.0
0.796449121192,0.408248290464,1.81157802753,1.1961614737,1.50658088686,1.73482451675,1.57587576713,1.06140074304,2.30072038799,0.408248290464,2.4,4.75,3.2,2.6,3.75,0.0,1.0,0.0,0.0,0.0
10.4457554182,8.11970164309,5.83895539516,5.06124075963,3.9372036038,14.2807078823,2.41761737893,4.19941640728,4.37585653023,6.24015655769,4.5,4.0,4.0,2.0,2.25,1.0,1.0,1.0,0.0,0.0
1.99792381465,1.68435142357,1.56706702254,0.57735026919,0.377964473009,2.68435142357,0.955314742199,0.0,0.258198889747,1.68435142357,2.75,3.75,3.75,4.75,4.25,0.0,1.0,1.0,1.0,1.0
6.69093617637,3.54542490752,9.03183850488,2.11477850122,1.82760523517,7.18413174572,2.06764885399,1.77649372002,1.86558052513,1.89270857866,1.6,3.05,3.0,2.9,3.45,0.0,1.0,0.0,0.0,0.0
9.9549443454,4.09512169074,10.5534148902,3.78303414414,4.5558260488,12.8772365078,3.41445029055,2.64141823674,3.88832858182,4.76549429934,3.25,1.95,3.8,4.25,4.3,0.0,0.0,1.0,1.0,1.0
5.03330381213,3.22292082788,4.34626280223,2.59981395857,1.39940452982,7.2566293231,1.21260809309,1.84191819216,2.63164093299,4.32936804847,2.6,3.9,4.2,2.05,4.7,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.57735026919,0.57735026919,0.0,2.05,4.0,2.2,2.2,3.75,0.0,1.0,0.0,0.0,0.0
4.13038398969,2.81136219164,7.26041037441,1.63229197837,1.84887018815,7.67679826653,2.49270592455,2.18310232559,3.58019202884,4.01099555626,2.95,3.15,3.9,4.0,3.9,0.0,1.0,1.0,1.0,1.0
4.23548763662,4.42437598672,6.53376578646,2.84106044562,2.13991893634,8.17964999471,1.02456386469,0.9472135955,1.02456386469,4.90997454637,3.1,2.0,3.25,3.9,4.6,0.0,0.0,0.0,1.0,1.0
3.30656629565,1.3175569417,1.13255191561,0.936435780472,0.218217890236,3.53577483193,0.218217890236,0.892232270276,0.218217890236,0.828668050748,4.6,3.05,2.5,3.75,4.55,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.5,4.2,4.1,3.6,1.0,0.0,1.0,1.0,0.0
5.47082192942,7.52626382307,5.7982253795,3.41483695457,3.95188081581,16.8895366835,2.49079077943,5.13584310329,2.09610871117,6.76230251636,3.55,1.4,4.45,4.15,4.8,0.0,0.0,1.0,1.0,1.0
5.47796786339,4.22997753286,3.07466927529,1.27513270392,1.10768283912,10.4755604237,1.38019971831,1.2268084229,3.367964481,5.20502877486,3.0,1.85,4.1,3.7,3.95,0.0,0.0,1.0,1.0,1.0
1.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,3.0,1.75,4.0,4.25,3.25,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,3.55,3.45,3.4,3.45,0.0,1.0,0.0,0.0,0.0
4.13290755946,3.61787070631,1.70383207245,1.31546403976,1.12648180326,7.7061551146,1.12648180326,0.4472135955,0.934031713527,6.50526467262,4.65,2.2,3.7,2.1,3.85,1.0,0.0,1.0,0.0,1.0
0.38490017946,0.962250448649,3.61561032276,1.30780516138,0.408248290464,0.962250448649,0.19245008973,0.19245008973,1.09200696065,0.962250448649,2.35,2.15,4.25,3.9,3.65,0.0,0.0,1.0,1.0,0.0
25.0970017315,22.5176484525,16.4384067998,8.00212299448,9.50495118444,46.9383827749,8.49448699334,9.89562633864,7.59592769462,19.9049266705,2.8,1.6,3.65,3.25,4.15,0.0,0.0,1.0,0.0,1.0
19.2875539398,18.5836064452,19.5251081307,10.8386726337,7.59722078422,36.6675049669,7.12910098035,9.0994422979,10.1143082009,18.0551766867,3.65,2.55,4.2,3.45,4.55,1.0,0.0,1.0,0.0,1.0
15.9588855834,12.2162323904,18.8630687046,7.84580294946,7.60450367198,20.8405930777,7.84464651224,7.23652003206,8.12340861916,12.2837451069,2.55,2.85,3.9,2.5,4.4,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8,3.85,3.25,3.1,4.2,0.0,1.0,0.0,0.0,1.0
0.4472135955,0.4472135955,0.57735026919,0.0,0.0,0.4472135955,0.57735026919,0.4472135955,0.57735026919,0.4472135955,3.25,3.0,3.5,4.5,4.25,0.0,1.0,0.0,1.0,1.0
3.44106608413,3.44106608413,3.13149667539,0.923519812506,1.01127097962,6.12373472383,0.634844677911,1.99769041115,0.923519812506,1.54234860989,2.75,3.25,2.5,4.0,4.65,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.57735026919,0.57735026919,0.0,0.0,0.0,0.0,0.57735026919,0.0,2.7,3.65,3.4,3.1,4.42,0.0,1.0,0.0,0.0,1.0
2.66914638329,2.82155296825,1.4316741482,1.29222307748,1.20524757623,4.62682439036,1.46637007941,0.964102718773,0.685258039709,2.05163006823,4.95,1.65,3.4,3.75,4.55,1.0,0.0,0.0,1.0,1.0
9.64959620682,6.9582029895,6.02051272073,1.62250251951,1.4448892654,16.2991173253,1.44014022375,5.3647957305,2.23948785491,7.27556415436,3.2,1.85,3.85,3.15,4.25,0.0,0.0,1.0,0.0,1.0
4.35106417537,8.30771634604,2.82733882621,3.24160805308,0.943797278324,15.0905145653,0.773506696075,1.11899560438,2.60786893225,5.57970777158,3.55,2.25,3.9,2.8,4.0,0.0,0.0,1.0,0.0,1.0
3.16688072646,3.43121673336,2.1566143301,1.23960054676,1.22951169056,6.14727018521,0.939600375685,1.36525875291,1.43960037568,3.0463165539,2.1,2.7,3.4,2.05,3.65,0.0,0.0,0.0,0.0,0.0
8.24249663503,9.11521450941,6.14608850841,3.43882894495,2.19053314016,16.002509767,2.89796504381,5.75653230798,5.18242209419,6.29322649753,4.5,2.25,3.75,2.25,4.0,1.0,0.0,1.0,0.0,1.0
9.8827448528,3.6446864515,8.98051139403,3.96451389927,2.1946493872,10.7674142355,3.25742156765,2.24476308476,5.69716351033,7.72444797176,2.0,2.65,3.95,2.8,2.65,0.0,0.0,1.0,0.0,0.0
14.2481600795,15.0285141436,19.9841672468,9.00427617315,8.5636197374,27.1240290128,6.31289870678,9.73511510292,6.23414549686,11.0499337302,3.7,3.7,3.65,1.95,4.84,1.0,1.0,1.0,0.0,1.0
7.77635889499,6.33881778468,5.52668587535,3.65544956899,3.73026734363,10.8637207142,2.73026816201,3.31826973592,3.57910408794,6.03840805943,3.65,2.7,3.1,3.25,2.7,1.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.25,3.0,3.25,3.5,4.0,1.0,1.0,0.0,1.0,1.0
1.40824829046,0.0,1.52360336211,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.408248290464,4.25,1.75,5.0,4.25,3.5,1.0,0.0,1.0,1.0,0.0
0.694192239026,1.40129902021,1.0850712542,1.0233345472,0.0,3.71752678623,0.694192239026,0.694192239026,0.0,0.694192239026,2.9,2.2,3.05,3.9,4.1,0.0,0.0,0.0,1.0,1.0
4.53214326767,2.93248404579,3.89999173698,1.39384685012,1.81649658093,7.5368582903,1.92308459687,2.17584844175,1.43748603722,3.944915276,3.3,1.5,4.2,3.15,4.6,0.0,0.0,1.0,0.0,1.0
4.74177424701,4.30727716266,9.58672023414,5.24211840001,3.7239788497,9.67656432096,4.63156060877,1.69362485744,3.27901808545,4.05068858606,3.25,2.1,3.3,2.65,4.45,0.0,0.0,0.0,0.0,1.0
0.577964473009,0.977964473009,4.02456386469,1.4025283377,0.4472135955,2.5553147422,1.02517806851,0.577964473009,0.4472135955,0.777964473009,3.6,2.8,3.65,3.45,4.05,1.0,1.0,1.0,0.0,1.0
31.4374475776,27.6253041173,60.7272614407,31.0911635238,26.3576143531,44.9486691729,22.2176695684,18.174050299,24.5467136845,26.5193212636,3.25,4.25,2.75,2.0,3.75,0.0,1.0,0.0,0.0,0.0
0.4472135955,0.4472135955,0.707106781187,0.0,0.707106781187,0.4472135955,0.0,0.4472135955,0.0,0.4472135955,2.75,2.5,3.5,3.75,3.5,0.0,0.0,0.0,1.0,0.0
0.530927078448,0.458831467741,1.0618541569,0.530927078448,0.301511344578,0.760342812319,0.301511344578,0.0,1.76034281232,0.530927078448,3.25,2.75,2.25,4.0,4.0,0.0,0.0,0.0,1.0,1.0
12.9761467434,14.0170175158,15.8716001315,10.3793202759,5.43499352189,20.1365490876,8.01143201599,5.06437331521,9.87053957695,9.5701537564,2.3,3.5,4.5,2.85,4.5,0.0,1.0,1.0,0.0,1.0
2.51416030501,2.73939163088,2.78621276347,0.408248290464,0.597230526968,5.14763992135,0.597230526968,0.636195832005,0.408248290464,1.32517806851,2.9,2.65,3.45,3.45,4.0,0.0,0.0,0.0,0.0,1.0
1.15824829046,1.36535507165,2.894427191,0.75,0.658248290464,1.36535507165,0.5,0.658248290464,1.1972135955,0.658248290464,3.4,3.85,4.5,2.95,3.75,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.707106781187,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.0,2.75,4.5,4.75,1.0,1.0,0.0,1.0,1.0
12.7506988527,6.18354366044,17.1683233677,5.26643647322,5.83966613878,17.8767633661,9.20841657226,4.89848926428,9.50863058866,13.5257478358,2.25,3.5,3.25,2.75,2.25,0.0,1.0,0.0,0.0,0.0
2.04398912723,3.62995752218,1.78445705038,0.878861613767,1.42034743947,4.83706430337,0.514495755428,1.09172211036,0.47300992972,3.12133939642,2.85,2.35,3.35,4.7,3.35,0.0,0.0,0.0,1.0,0.0
1.28867513459,0.788675134595,2.19692342506,0.908248290464,0.0,1.48559855965,0.5,1.48559855965,1.90824829046,1.19692342506,4.15,2.0,3.75,4.1,3.95,1.0,0.0,1.0,1.0,1.0
