interdependent,0,0,0,0,0,0,0,0,0,0
herd,0,0,0,0,0,0,0,0,0,0
chine,0,0,0,0,0,0,0,0,0,0
reported,0,0,0,0,0,0,0,0,0,0
china,0,0,0,0,0,0,0,0,0,0
cult,0,0,1,0,0,0,0,0,1,0
affiliated,0,0,0,0,0,1,0,0,0,0
virtuoso,0,0,0,0,0,0,0,0,0,0
shriek,0,0,1,1,0,0,1,1,1,0
buddy,1,1,0,0,0,1,0,0,0,1
conversational,0,0,0,0,0,1,0,0,0,0
cyclical,0,0,0,0,0,0,0,0,0,0
substance,0,0,0,0,0,1,0,0,0,0
unwillingness,0,0,1,0,0,0,0,0,0,0
pretensions,0,0,1,0,0,0,0,0,0,0
elaborate,0,0,0,0,0,0,0,0,0,0
deferring,0,0,0,0,0,0,0,0,0,0
oasis,1,1,0,0,0,1,0,0,0,1
controversy,0,0,1,0,0,0,0,0,0,0
etiology,0,0,0,0,0,0,0,0,0,0
transfixed,0,0,0,0,0,0,0,0,0,0
military,0,0,0,0,0,0,0,0,1,0
spotty,0,0,0,0,0,0,0,0,0,0
cancellation,0,0,0,0,0,0,0,0,0,0
numerical,0,0,0,0,0,0,0,0,0,0
diplomat,0,0,0,0,0,0,0,0,0,0
criticism,0,0,1,1,0,0,1,0,0,0
golden,0,0,0,0,0,0,0,0,0,0
topography,0,0,0,0,0,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,0
classification,0,0,0,0,0,0,0,0,0,0
precincts,0,0,0,0,0,0,0,0,0,0
lengthen,0,0,0,0,0,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,0,0
psychological,0,0,0,0,0,0,0,0,0,0
remnant,0,0,0,0,0,0,0,0,0,0
sett,0,0,0,0,0,0,0,0,0,0
stern,0,0,1,0,0,0,0,0,0,0
elucidation,0,0,0,0,0,0,0,0,0,0
cocaine,0,0,1,1,0,0,0,0,0,0
unit,0,0,0,0,0,0,0,0,0,0
mote,0,0,0,0,0,0,0,0,0,0
apportionment,0,0,0,0,0,0,0,0,0,0
tardiness,0,0,1,0,0,0,0,0,0,0
insecurity,0,0,1,0,0,0,0,0,1,0
impartiality,0,0,0,0,0,1,0,0,0,1
exhort,0,0,0,0,0,1,0,0,0,0
cannibal,0,0,1,0,1,0,0,0,1,0
escarpment,0,0,0,0,0,0,0,0,0,0
symphony,1,1,0,0,0,1,0,0,0,0
music,0,1,0,1,0,1,0,0,0,0
bedrock,0,0,0,0,0,1,0,0,0,1
passport,0,0,0,0,0,0,0,0,0,0
mystic,0,0,0,0,0,0,0,1,0,0
strike,0,0,1,0,0,0,1,0,0,0
capital,0,0,0,0,0,0,0,0,0,0
unclean,0,0,1,0,1,0,0,0,0,0
exorcism,0,0,1,1,0,0,0,0,1,0
holy,0,0,0,0,0,1,0,0,0,0
successful,1,1,0,0,0,1,0,0,0,1
sortie,0,0,1,0,0,0,0,0,1,0
hurt,0,0,1,1,0,0,1,0,1,0
glass,0,0,0,0,0,0,0,0,0,0
hurl,0,0,0,0,0,0,0,0,0,0
midst,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,0
unpack,0,0,0,0,0,0,0,0,0,0
famed,0,0,0,0,0,0,0,0,0,0
blade,0,0,0,0,0,0,0,0,0,0
straddle,0,0,0,0,0,0,0,0,0,0
locker,0,0,0,0,0,0,0,0,0,0
gown,0,0,0,0,0,0,0,0,0,0
exhale,0,0,0,0,0,0,0,0,0,0
centralization,0,0,0,0,0,0,0,0,0,0
tomahawk,0,0,0,0,0,0,0,0,0,0
deputy,0,0,0,0,0,0,0,0,0,1
wand,0,0,0,0,0,0,0,0,0,0
wane,0,0,1,1,0,0,0,0,0,0
unjust,0,0,1,0,0,0,1,0,0,0
household,0,0,0,0,0,1,0,0,0,0
artillery,0,0,1,0,0,0,0,0,1,0
organized,0,0,0,0,0,1,0,0,0,0
swivel,0,0,0,0,0,0,0,0,0,0
granule,0,0,0,0,0,0,0,0,0,0
currency,0,0,0,0,0,0,0,0,0,0
malign,0,0,1,0,1,0,1,0,0,0
caution,1,0,1,0,0,0,1,0,1,0
cookery,0,0,0,0,0,0,0,0,0,0
absolute,0,0,0,0,0,1,0,0,0,0
hog,0,0,1,0,1,0,0,0,0,0
hoe,0,0,0,0,0,0,0,0,0,0
hob,0,0,0,0,0,0,0,0,0,0
connoisseur,0,1,0,0,0,1,0,0,0,1
travel,0,0,0,0,0,0,0,0,0,0
copious,0,0,0,0,0,0,0,0,0,0
revisit,0,0,0,0,0,0,0,0,0,0
machine,0,0,0,0,0,0,0,0,0,1
hot,0,0,0,0,0,0,1,0,0,0
lust,1,0,1,0,0,0,0,0,0,0
hop,0,0,0,0,0,0,0,0,0,0
significance,0,0,0,0,0,0,0,0,0,0
cheetah,0,0,0,0,0,0,0,0,0,0
gouge,0,0,1,0,0,0,0,0,0,0
cadence,0,0,0,0,0,0,0,0,0,0
fanaticism,0,0,0,0,0,0,0,0,1,0
credential,0,0,0,0,0,1,0,0,0,1
hoot,0,0,1,0,1,0,1,0,0,0
abstraction,0,0,0,0,0,0,0,0,0,0
beauty,0,1,0,0,0,1,0,0,0,0
modulation,0,0,0,0,0,0,0,0,0,0
diagram,0,0,0,0,0,0,0,0,0,0
modest,0,0,0,0,0,1,0,0,0,1
destined,1,0,0,0,0,0,0,0,0,0
pigment,0,0,0,0,0,0,0,0,0,0
unselfish,0,0,0,0,0,1,0,0,0,0
promotion,0,0,0,0,0,1,0,0,0,0
gusty,0,0,0,0,0,0,0,0,0,0
effective,0,0,0,0,0,1,0,0,0,1
scourge,0,0,1,1,0,0,1,0,1,0
recombination,1,0,0,0,0,0,0,0,0,0
anaesthesia,0,0,0,0,0,0,0,0,0,0
revolt,0,0,1,0,0,0,1,1,0,0
headquarters,0,0,0,0,0,0,0,0,0,0
sickening,0,0,1,1,1,0,1,0,1,0
baggage,0,0,0,0,0,0,0,0,0,0
horribly,0,0,1,0,0,0,0,0,0,0
rheumatism,0,0,1,1,0,0,1,0,1,0
nonsensical,0,0,1,1,0,0,0,0,0,0
wing,0,0,0,0,0,0,0,0,0,0
squint,0,0,0,0,0,0,0,0,0,0
rawhide,0,0,0,0,0,0,0,0,0,0
restriction,0,0,1,1,0,0,1,0,1,0
welcomed,0,1,0,0,0,1,0,0,0,0
concurrence,0,0,0,0,0,0,0,0,0,0
confederate,0,0,0,0,0,1,0,0,0,1
vary,0,0,0,0,0,0,0,0,0,0
suspend,0,0,0,0,0,0,0,0,0,0
vara,0,0,0,0,0,0,0,0,0,0
ewe,0,0,0,0,0,0,0,0,0,0
fidelity,0,1,0,0,0,1,0,0,0,1
wrought,0,0,1,0,0,0,0,0,0,0
dreamer,0,0,0,0,0,0,0,0,0,0
tailings,0,0,0,0,0,0,0,0,0,0
auditory,0,0,0,0,0,0,0,0,0,0
unforeseen,0,0,0,0,0,0,0,1,0,0
heretofore,0,0,0,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,0,0
fib,0,0,1,0,0,0,1,0,0,0
distinguishing,0,0,0,0,0,0,0,0,0,0
convexity,0,0,0,0,0,0,0,0,0,0
omitted,0,0,0,0,0,0,0,0,0,0
hidden,0,0,1,0,0,0,0,0,0,0
admirable,0,1,0,0,0,1,0,0,0,1
glorify,1,1,0,0,0,1,0,1,0,1
grievous,0,0,1,1,0,0,1,0,1,0
corridor,0,0,0,0,0,0,0,0,0,0
enrich,0,0,0,0,0,1,0,0,0,0
slate,0,0,0,0,0,1,0,0,0,0
crypt,0,0,1,1,0,0,0,0,1,0
commemorate,1,1,0,1,0,1,0,0,0,0
renunciation,0,0,1,0,0,0,0,0,0,0
detachment,0,0,1,0,0,0,0,0,0,0
effects,0,0,0,0,0,0,0,0,0,0
interrupt,0,0,1,0,0,0,1,1,0,0
mimicking,0,0,0,0,0,0,0,0,0,0
undeveloped,0,0,0,0,0,0,0,0,0,0
silver,0,0,0,0,0,0,0,0,0,0
structural,0,0,0,0,0,0,0,0,0,1
acme,0,0,0,0,0,0,0,0,0,0
debut,0,0,0,0,0,0,0,0,0,0
dumps,0,0,1,1,0,0,1,0,0,0
disconnection,0,0,1,0,0,0,0,0,0,0
spotless,0,0,0,0,0,1,0,0,0,1
averse,0,0,1,0,1,0,1,0,1,0
volcano,0,0,1,0,0,0,0,1,1,0
expectancy,1,0,0,0,0,0,0,0,0,0
burial,0,0,1,1,0,0,1,0,1,0
whim,1,1,1,0,0,0,0,1,0,0
financial,0,0,0,0,0,0,0,0,0,0
telescope,0,0,0,0,0,0,0,0,0,0
concord,0,0,0,0,0,1,0,0,0,1
garment,0,0,0,0,0,0,0,0,0,0
displacement,0,0,0,0,0,0,0,0,0,0
bowls,0,0,0,0,0,0,0,0,0,0
commons,0,0,0,0,0,0,0,0,0,0
contracting,0,0,0,0,0,0,0,0,0,0
whiz,0,0,0,0,0,0,0,0,0,0
impossible,0,0,1,1,0,0,0,0,0,0
substantially,0,0,0,0,0,0,0,0,0,0
ameliorate,0,0,0,0,0,1,0,0,0,0
allay,0,0,0,0,0,1,0,0,0,0
blinded,0,0,1,0,0,0,0,0,0,0
backgammon,0,0,0,0,0,0,0,0,0,0
falsity,0,0,1,0,1,0,0,0,0,0
toleration,0,0,0,0,0,1,0,0,0,0
misfortune,0,0,1,1,0,0,0,0,1,0
trending,0,0,0,0,0,0,0,0,0,0
diction,0,0,0,0,0,0,0,0,0,0
smirk,0,0,1,0,0,0,0,0,0,0
waive,0,0,0,0,0,0,0,0,0,0
excepting,0,0,0,0,0,0,0,0,0,0
gradation,0,0,0,0,0,0,0,0,0,0
mason,0,0,0,0,0,0,0,0,0,0
combinatorial,0,0,0,0,0,0,0,0,0,0
encourage,0,1,0,0,0,1,0,0,0,1
unrelated,0,0,0,0,0,0,0,0,0,0
adapt,0,0,0,0,0,1,0,0,0,0
mend,0,0,0,0,0,0,0,0,0,0
strategist,1,0,0,0,0,1,0,0,0,1
outburst,0,1,1,1,0,1,1,1,1,0
foundation,0,0,0,0,0,1,0,0,0,0
conjecture,1,0,0,0,0,0,0,0,0,0
assured,0,0,0,0,0,1,0,0,0,1
personal,0,0,0,0,0,0,0,0,0,1
deformity,0,0,1,1,1,0,0,0,1,0
fugitive,0,0,1,1,1,0,1,0,1,1
sensory,0,0,0,0,0,0,0,0,0,0
faculties,0,0,0,0,0,0,0,0,0,0
grapes,0,0,0,0,0,0,0,0,0,0
estimate,0,0,0,0,0,0,0,0,0,0
knit,0,0,0,0,0,0,0,0,0,0
afterthought,0,0,0,0,0,0,0,0,0,0
enormous,0,0,0,0,0,0,0,0,0,0
piecemeal,0,0,0,0,0,0,0,0,0,0
deplorable,0,0,1,1,1,0,1,0,1,0
secularism,0,0,0,0,0,0,0,0,0,0
flurry,0,0,0,0,0,0,0,0,0,0
shelved,0,0,1,0,0,0,0,0,0,0
hydrographic,0,0,0,0,0,0,0,0,0,0
disturbed,0,0,1,1,0,0,1,0,0,0
speedy,0,0,0,0,0,1,0,0,0,0
tempting,0,0,0,0,0,0,0,0,0,0
loudness,0,0,1,0,0,0,1,0,0,0
symbolize,0,0,0,0,0,0,0,0,0,0
stripe,0,0,1,0,0,0,0,0,0,0
earthy,0,0,0,0,0,0,0,0,0,0
angelic,0,1,0,0,0,1,0,0,0,1
hearsay,0,0,1,0,0,0,0,0,0,0
wasp,0,0,0,0,0,0,0,0,0,0
subtlety,0,0,0,0,0,0,0,0,0,0
goggle,0,0,0,0,0,0,0,0,0,0
misplace,0,0,1,0,1,0,1,0,0,0
wash,0,0,0,0,0,0,0,0,0,0
instruct,0,0,0,0,0,1,0,0,0,1
chevron,0,0,0,0,0,0,0,0,0,0
infused,0,0,0,0,0,0,0,0,0,0
clarity,0,0,0,0,0,0,0,0,0,0
basketball,1,1,0,0,0,1,0,0,0,0
renovated,0,0,0,0,0,0,0,0,0,0
betrothed,1,1,0,0,0,1,0,0,0,1
forsooth,0,0,0,0,0,0,0,0,0,0
engagement,0,0,0,0,0,0,0,0,0,0
bourse,0,0,0,0,0,0,0,0,0,0
stack,0,0,0,0,0,0,0,0,0,0
master,0,0,0,0,0,1,0,0,0,0
infamous,0,0,1,0,1,0,1,0,1,0
hypothetical,0,0,0,0,0,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,0
critter,0,0,0,0,1,0,0,0,0,0
legs,0,0,0,0,0,0,0,0,0,0
genesis,0,0,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,0,0
lacrosse,0,0,0,0,0,0,0,0,0,0
collapse,0,0,1,1,1,0,0,0,1,0
fibrous,0,0,0,0,0,0,0,0,0,0
bounty,1,1,0,0,0,1,0,0,0,1
wisdom,0,0,0,0,0,1,0,0,0,1
advisement,0,0,0,0,0,0,0,0,0,0
motionless,0,0,0,0,0,0,0,0,0,0
mutilated,0,0,1,0,1,0,0,0,0,0
chairwoman,0,0,0,0,0,1,0,0,0,1
palsy,0,0,1,1,1,0,0,0,1,0
sulphur,0,0,0,0,0,0,0,0,0,0
crawl,0,0,1,0,1,0,0,0,0,0
subduction,0,0,0,0,0,0,0,0,0,0
trek,0,0,0,0,0,0,0,0,0,0
peril,1,0,1,1,0,0,0,0,1,0
coward,0,0,1,1,1,0,0,0,1,0
surrogate,0,0,0,0,0,0,0,0,0,1
iteration,0,0,0,0,0,0,0,0,0,0
project,0,0,0,0,0,0,0,0,0,0
pneumonia,0,0,1,0,0,0,0,0,1,0
idle,0,0,0,0,0,0,0,0,0,0
endure,0,0,0,0,0,1,0,0,0,0
seminary,0,0,0,0,0,0,0,0,0,0
feeling,1,1,1,1,1,1,1,1,1,1
acquisition,0,0,0,0,0,0,0,0,0,0
unintended,0,0,0,0,0,0,0,1,0,0
entail,0,0,0,0,0,0,0,0,0,0
willingness,0,0,0,0,0,1,0,0,0,0
girder,0,0,0,0,0,1,0,0,0,1
runner,0,0,0,0,0,0,0,0,0,0
boston,0,0,0,0,0,0,0,0,0,0
spectrum,0,0,0,0,0,0,0,0,0,0
untrained,0,0,1,0,0,0,0,0,0,0
antagonistic,0,0,1,0,1,0,1,0,0,0
headland,0,0,0,0,0,0,0,0,0,0
increment,0,0,0,0,0,0,0,0,0,0
arousal,0,0,0,0,0,0,0,0,0,0
pomp,0,0,1,0,0,0,0,0,0,0
notwithstanding,0,0,0,0,0,0,0,0,0,0
alive,1,1,0,0,0,1,0,0,0,1
dozen,0,0,0,0,0,0,0,0,0,0
wholesome,0,0,0,0,0,1,0,0,0,1
escalator,0,0,0,0,0,0,0,0,0,0
regretting,0,0,1,1,0,0,0,0,0,0
responsible,0,0,0,0,0,1,0,0,0,1
haste,1,0,0,0,0,0,0,0,0,0
toothed,0,0,0,0,0,0,0,0,0,0
absorbed,0,0,0,0,0,1,0,0,0,0
amusing,0,1,0,0,0,1,0,0,0,0
hum,0,0,0,0,0,0,0,0,0,0
imprudent,0,0,1,1,0,0,0,0,0,0
limitless,0,0,0,0,0,0,0,0,0,0
looming,0,0,0,0,0,0,0,0,0,0
victoria,0,0,0,0,0,0,0,0,0,0
doit,0,0,1,0,0,0,0,0,0,0
disjointed,0,0,0,0,0,0,0,0,0,0
affirmation,0,0,0,0,0,1,0,0,0,0
mouth,0,0,0,0,0,0,0,1,0,0
letter,1,0,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,0,0,0,0,0
retaining,0,0,0,0,0,0,0,0,0,0
drought,0,0,1,0,0,0,0,0,0,0
expanse,0,0,0,0,0,0,0,0,0,0
airship,0,0,0,0,0,0,0,0,0,0
morality,0,0,0,0,0,1,0,0,0,1
expound,0,0,0,0,0,0,0,0,0,0
dummy,0,0,1,0,0,0,0,0,0,0
singer,0,0,0,0,0,0,0,0,0,0
episode,0,0,0,0,0,0,0,0,0,0
grove,0,0,0,0,0,0,0,0,0,0
professor,0,0,0,0,0,1,0,0,0,1
camp,0,0,0,0,0,0,0,0,0,0
rotary,0,0,0,0,0,0,0,0,0,0
nettle,0,0,1,0,1,0,1,0,0,0
consummate,0,0,0,0,0,1,0,0,0,0
howl,0,0,1,1,1,0,1,1,1,0
detriment,0,0,1,0,0,0,0,0,0,0
scream,0,0,1,0,1,0,1,1,1,0
confederation,0,0,0,0,0,0,0,0,0,0
marvel,0,0,0,0,0,1,0,1,0,0
incorporate,0,0,0,0,0,0,0,0,0,0
bomb,0,0,1,1,0,0,1,1,1,0
unopened,0,0,0,0,0,0,0,0,0,0
undue,0,0,0,0,0,0,0,0,0,0
soluble,0,0,0,0,0,0,0,0,0,0
fennel,0,0,0,0,0,0,0,0,0,0
gauge,0,0,0,0,0,0,0,0,0,0
hazy,0,0,0,0,0,0,0,0,0,0
ulcer,0,0,1,1,1,0,1,0,1,0
participate,0,0,0,0,0,0,0,0,0,0
lethal,0,0,1,1,1,0,0,0,1,0
caper,0,0,0,0,0,0,0,0,0,0
apace,0,0,0,0,0,0,0,0,0,0
busy,0,0,0,0,0,0,0,0,0,0
excavator,0,0,0,0,0,0,0,0,0,0
itinerant,0,0,0,0,0,0,0,0,0,0
headline,0,0,0,0,0,0,0,0,0,0
buss,0,1,0,0,0,1,0,0,0,0
underpants,0,0,0,0,0,0,0,0,0,0
buxom,0,0,0,0,0,1,0,0,0,0
bust,0,0,0,0,0,0,0,0,0,0
maturation,0,0,0,0,0,0,0,0,0,0
cougar,0,0,0,0,0,0,0,0,0,0
bush,0,0,0,0,0,0,0,0,0,0
bliss,0,1,0,0,0,1,0,0,0,0
rick,0,0,0,0,0,0,0,0,0,0
instrumentalist,0,0,0,0,0,0,0,0,0,0
heartily,0,1,0,0,0,1,0,0,0,0
rice,0,0,0,0,0,0,0,0,0,0
memoir,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,0,0,0
plate,0,0,0,0,0,0,0,0,0,0
inoperative,0,0,1,0,0,0,1,0,0,0
denounce,0,0,1,0,1,0,1,0,0,0
pocket,0,0,0,0,0,0,0,0,0,0
cushion,0,0,0,0,0,1,0,0,0,0
altogether,0,0,0,0,0,0,0,0,0,0
chutney,0,0,0,0,0,0,0,0,0,0
volatility,1,0,1,0,0,0,1,1,1,0
advocacy,1,1,0,0,0,1,1,0,0,1
jaguar,0,0,0,0,0,0,0,0,0,0
avenger,0,0,1,0,0,0,1,0,0,0
tights,0,0,0,0,0,0,0,0,0,0
boarder,0,0,0,0,0,0,0,0,0,0
patch,0,0,1,0,0,0,0,0,0,0
flanked,0,0,0,0,0,0,0,0,0,0
adherence,0,0,0,0,0,0,0,0,0,0
hasten,0,0,0,0,0,0,0,0,0,0
circling,0,0,0,0,0,0,0,0,0,0
respond,0,0,0,0,0,0,0,0,0,0
traverse,0,0,0,0,0,0,0,0,0,0
disaster,0,0,1,1,1,0,1,1,1,0
fair,0,0,0,0,0,1,0,0,0,0
heirloom,0,0,0,0,0,0,0,0,0,0
expediency,0,0,0,0,0,0,0,0,0,0
consummation,0,0,0,0,0,0,0,0,0,0
radium,0,0,0,0,0,0,0,0,0,0
transferred,0,0,0,0,0,0,0,0,0,0
unexpectedly,0,0,0,0,0,0,0,1,0,0
radius,0,0,0,0,0,0,0,0,0,0
result,1,0,0,0,0,0,0,0,0,0
hero,1,1,0,0,0,1,0,1,0,1
fain,1,1,0,0,0,1,0,0,0,1
nocturnal,0,0,0,0,0,0,0,0,0,0
clef,0,0,0,0,0,0,0,0,0,0
oceanic,0,0,0,0,0,0,0,0,0,0
lots,0,0,0,0,0,0,0,0,0,0
deuce,0,0,0,0,0,0,0,0,0,0
freeze,0,0,0,0,0,0,0,0,0,0
stealthy,1,0,1,0,0,0,0,1,1,0
score,1,1,0,0,0,1,0,1,0,0
scorn,0,0,1,0,0,0,1,0,0,0
malformation,0,0,1,0,0,0,0,0,0,0
ire,0,0,1,0,0,0,1,0,0,0
preserve,0,0,0,0,0,1,0,0,0,0
claws,0,0,0,0,0,0,0,0,0,0
extend,0,0,0,0,0,1,0,0,0,0
nature,0,0,0,0,0,0,0,0,0,0
felony,0,0,1,0,0,0,0,0,0,0
impetus,0,0,0,0,0,0,0,0,0,0
souvenir,0,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,0,0,0,0,0
butane,0,0,0,0,0,0,0,0,0,0
carbon,0,0,0,0,0,0,0,0,0,0
angling,1,0,1,0,0,0,0,0,0,0
roller,0,0,0,0,0,0,0,0,0,0
inflorescence,0,0,0,0,0,0,0,0,0,0
pity,0,0,0,1,0,0,0,0,0,0
accident,0,0,1,1,0,0,0,1,1,0
veer,0,0,0,0,0,0,0,1,1,0
disdain,0,0,1,0,1,0,1,0,0,0
country,0,0,0,0,0,0,0,0,0,0
adventurer,0,0,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,0,0,0,0,0
incense,0,0,1,0,0,0,1,0,0,0
pith,0,0,0,0,0,1,0,0,0,1
planned,0,0,0,0,0,0,0,0,0,0
logic,0,0,0,0,0,0,0,0,0,0
erst,0,0,0,0,0,0,0,0,0,0
argue,0,0,1,0,0,0,1,0,0,0
tinge,0,0,0,0,0,0,0,0,0,0
sunless,0,0,0,0,0,0,0,0,0,0
eradicate,0,0,1,0,0,0,1,0,0,0
obscenity,0,0,1,0,1,0,1,0,0,0
irresponsible,0,0,1,0,0,0,0,0,0,0
gopher,0,0,0,0,0,0,0,0,0,0
unprotected,0,0,1,0,0,0,0,0,0,0
debacle,0,0,1,1,0,0,0,0,1,0
framework,0,0,0,0,0,0,0,0,0,1
blending,0,0,0,0,0,0,0,0,0,0
escalade,0,0,0,0,0,0,0,0,0,0
contentious,0,0,1,0,1,0,1,0,1,0
rend,0,0,1,0,0,0,0,0,0,0
lighthouse,0,0,0,0,0,1,0,0,0,0
generality,0,0,0,0,0,0,0,0,0,0
reconsideration,0,0,0,0,0,1,0,0,0,1
union,0,0,0,0,0,0,0,0,0,0
distillate,0,0,0,0,0,0,0,0,0,0
grotto,0,0,0,0,0,0,0,0,0,0
subside,0,0,0,0,0,0,0,0,0,0
muck,0,0,1,0,1,0,0,0,0,0
extraction,0,0,0,0,0,0,0,0,0,0
mitigation,0,0,0,0,0,0,0,0,0,0
progenitor,0,0,0,0,0,0,0,0,0,0
privilege,0,0,0,0,0,0,0,0,0,0
fry,0,0,0,0,0,0,0,0,0,0
jackass,0,0,0,0,0,0,0,0,0,0
incompetent,0,0,1,1,0,0,1,0,0,0
doldrums,0,0,1,1,0,0,0,0,0,0
life,0,0,0,0,0,0,0,0,0,0
persecute,0,0,1,0,0,0,1,0,1,0
retrospect,0,0,0,0,0,0,0,0,0,0
spit,0,0,0,0,1,0,0,0,0,0
longitudinally,0,0,0,0,0,0,0,0,0,0
onyx,0,0,0,0,0,0,0,0,0,0
freehold,0,0,0,0,0,0,0,0,0,0
circumcision,0,0,0,0,0,1,0,0,0,0
confinement,0,0,1,1,0,0,1,0,1,0
generalization,0,0,0,0,0,0,0,0,0,0
child,1,1,0,0,0,1,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,0
wildcat,0,0,1,0,0,0,0,0,0,0
commerce,0,0,0,0,0,0,0,0,0,1
gritty,0,0,0,0,0,0,0,0,0,0
presidency,0,0,0,0,0,0,0,0,0,0
dissect,0,0,0,0,0,0,0,0,0,0
buckled,0,0,0,0,0,0,0,0,0,0
voltmeter,0,0,0,0,0,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,1
symbolically,0,0,0,0,0,0,0,0,0,0
opulence,0,0,0,0,0,0,0,0,0,0
pastime,0,0,0,0,0,1,0,0,0,0
