anticipation,joy,negative,sadness,disgust,positive,anger,surprise,fear,trust,sEXT,sNEU,sAGR,sCON,sOPN
1,1,0,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
0,0,2,0,0,0,1,1,1,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,1,0,0,0,1,0,1,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
0,1,0,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,1,1,1,2,1,0,1,0,2.65,3,3.15,3.25,4.4
1,0,0,0,0,1,0,0,0,2,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,1,0,0,0,2,0,1,0,2,2.65,3,3.15,3.25,4.4
0,0,1,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,1,3,3,3,1,3,2,3,1,2.65,3,3.15,3.25,4.4
0,0,1,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,1,1,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
1,2,0,0,0,3,0,2,0,1,2.65,3,3.15,3.25,4.4
1,2,0,0,0,3,0,1,0,2,2.65,3,3.15,3.25,4.4
1,1,1,1,1,1,1,1,1,1,2.65,3,3.15,3.25,4.4
0,0,1,0,1,1,0,0,0,2,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,1,0,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,0,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,3,0,0,0,2,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,1,2,1,0,2,0,0,1,1,2.65,3,3.15,3.25,4.4
1,1,1,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
0,0,1,0,1,0,1,0,1,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,2,1,1,0,1,0,2,0,2.65,3,3.15,3.25,4.4
1,0,1,1,1,0,1,0,1,0,2.65,3,3.15,3.25,4.4
1,2,0,0,0,2,0,1,0,2,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,1,1,0,0,1,0,1,0,2.65,3,3.15,3.25,4.4
1,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,1,0,0,2,1,0,2,3,2.65,3,3.15,3.25,4.4
0,1,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
1,1,0,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
1,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
1,0,1,1,1,0,1,0,1,0,2.65,3,3.15,3.25,4.4
0,0,1,1,0,3,0,0,1,0,2.65,3,3.15,3.25,4.4
0,1,0,0,0,1,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,1,0,1,0,1,0,1,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,2,2,1,0,1,0,2,0,2.65,3,3.15,3.25,4.4
1,1,0,0,0,1,0,0,0,1,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
2,2,1,0,1,2,0,2,0,0,2.65,3,3.15,3.25,4.4
1,0,1,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,2.65,3,3.15,3.25,4.4
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,0,1,0,1,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,1,0,0,0,1,0,0,0,1,4.5,4,3,4.5,3.75
0,0,0,0,0,1,0,0,0,1,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
1,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,1,0,0,0,0,1,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,1,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
1,1,2,1,0,1,1,1,1,1,4.5,4,3,4.5,3.75
0,1,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
0,0,2,2,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,0,1,2,0,0,0,0,4.5,4,3,4.5,3.75
2,1,0,0,1,1,0,2,0,1,4.5,4,3,4.5,3.75
0,0,1,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,1,1,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,0,1,1,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
1,1,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
0,1,2,2,0,1,0,0,0,0,4.5,4,3,4.5,3.75
0,0,5,2,3,0,0,0,1,0,4.5,4,3,4.5,3.75
0,0,0,0,0,1,0,0,0,2,4.5,4,3,4.5,3.75
0,0,2,2,2,0,2,0,1,0,4.5,4,3,4.5,3.75
2,2,0,0,0,3,0,2,0,2,4.5,4,3,4.5,3.75
0,1,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
1,3,1,1,1,3,2,0,1,2,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,2,0,0,4.5,4,3,4.5,3.75
2,1,2,2,1,1,1,0,1,1,4.5,4,3,4.5,3.75
0,1,1,0,1,2,2,0,0,1,4.5,4,3,4.5,3.75
0,0,1,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,1,1,2,1,0,1,0,4.5,4,3,4.5,3.75
0,0,1,1,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,1,0,1,0,2,0,1,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,1,0,0,4.5,4,3,4.5,3.75
1,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
1,2,1,0,0,2,1,1,0,3,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,1,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
5,3,2,1,1,8,2,2,1,5,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,1,0,0,0,1,0,0,0,0,4.5,4,3,4.5,3.75
1,0,0,0,0,1,0,0,0,1,4.5,4,3,4.5,3.75
0,3,0,0,0,3,0,1,0,0,4.5,4,3,4.5,3.75
1,1,0,0,0,1,1,1,1,0,4.5,4,3,4.5,3.75
0,1,1,1,0,1,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,0,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
0,0,2,1,0,2,0,0,0,1,4.5,4,3,4.5,3.75
1,1,1,1,1,1,1,1,1,1,4.5,4,3,4.5,3.75
0,0,1,0,0,0,0,0,0,0,4.5,4,3,4.5,3.75
1,1,4,1,3,1,4,0,2,0,4.5,4,3,4.5,3.75
1,3,2,2,0,6,0,0,3,1,4.5,4,3,4.5,3.75
1,1,1,0,0,1,0,0,0,0,4.65,3.2,3.05,3.65,4.75
1,1,0,0,0,1,0,1,0,1,4.65,3.2,3.05,3.65,4.75
0,0,1,0,1,0,1,0,0,0,4.65,3.2,3.05,3.65,4.75
0,0,0,0,0,0,0,0,0,0,4.65,3.2,3.05,3.65,4.75
0,0,2,1,2,0,1,0,0,0,4.65,3.2,3.05,3.65,4.75
1,1,0,0,0,2,0,0,0,2,4.65,3.2,3.05,3.65,4.75
0,0,0,0,0,0,0,0,0,0,4.65,3.2,3.05,3.65,4.75
1,1,0,0,0,1,0,0,0,1,4.65,3.2,3.05,3.65,4.75
1,1,0,0,0,1,0,0,0,1,3.7,2.9,3.4,3.35,4.05
1,1,0,0,0,2,0,1,0,1,3.7,2.9,3.4,3.35,4.05
1,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
1,2,0,0,0,3,0,0,0,2,3.7,2.9,3.4,3.35,4.05
0,0,1,1,0,0,0,0,1,0,3.7,2.9,3.4,3.35,4.05
1,1,0,0,0,1,0,0,0,1,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,3,0,0,0,3,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,1,0,0,0,1,0,1,0,3.7,2.9,3.4,3.35,4.05
0,0,1,1,0,0,0,0,1,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,4,2,0,0,1,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,2,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,1,0,0,0,1,3.7,2.9,3.4,3.35,4.05
3,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,1,1,1,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,1,1,0,0,1,0,1,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
1,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
1,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,1,1,1,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,1,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
1,2,0,0,0,2,0,2,0,3,3.7,2.9,3.4,3.35,4.05
1,1,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
1,1,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,1,0,0,0,1,0,0,0,0,3.7,2.9,3.4,3.35,4.05
0,0,0,0,0,0,0,0,0,0,3.7,2.9,3.4,3.35,4.05
2,2,1,0,2,2,0,1,1,3,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,1,1,1,1,0,0,1,1,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,0,0,1,0,3.45,2.85,2.8,2.7,4.15
1,1,1,0,0,1,1,1,1,1,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,2,1,1,0,1,0,2,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
1,1,1,0,1,1,1,1,0,1,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,1,0,1,0,3.45,2.85,2.8,2.7,4.15
0,0,1,1,0,1,0,0,1,0,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
1,0,1,0,1,2,0,0,2,1,3.45,2.85,2.8,2.7,4.15
1,0,1,1,1,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,1,0,2,0,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,0,0,3.45,2.85,2.8,2.7,4.15
1,3,3,0,1,5,1,1,1,3,3.45,2.85,2.8,2.7,4.15
0,0,1,1,0,0,1,0,1,0,3.45,2.85,2.8,2.7,4.15
1,3,0,0,0,3,0,1,0,3,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,1,1,0,0,0,3.45,2.85,2.8,2.7,4.15
1,0,5,2,3,2,3,0,3,1,3.45,2.85,2.8,2.7,4.15
2,1,2,1,0,2,1,1,0,2,3.45,2.85,2.8,2.7,4.15
2,1,2,1,0,3,0,2,0,2,3.45,2.85,2.8,2.7,4.15
0,1,0,0,0,1,0,1,0,1,3.45,2.85,2.8,2.7,4.15
1,1,3,2,0,1,1,0,1,1,3.45,2.85,2.8,2.7,4.15
1,0,2,1,0,3,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,3,1,0,0,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
1,1,3,1,1,2,1,0,2,2,3.45,2.85,2.8,2.7,4.15
0,0,1,0,1,0,1,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,1,0,1,0,1,0,0,0,3.45,2.85,2.8,2.7,4.15
2,1,1,1,0,2,1,1,1,0,3.45,2.85,2.8,2.7,4.15
0,0,1,1,1,0,1,0,0,0,3.45,2.85,2.8,2.7,4.15
0,1,0,0,0,2,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,2,0,1,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
1,1,1,1,0,1,0,0,2,1,3.45,2.85,2.8,2.7,4.15
1,1,0,0,0,7,0,1,1,7,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,2,0,0,0,2,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,1,1,0,1,1,0,0,0,1,3.45,2.85,2.8,2.7,4.15
0,0,1,1,1,3,1,0,2,5,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,1,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,1,2,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,0,0,0,1,1,3.45,2.85,2.8,2.7,4.15
0,0,1,0,0,0,1,0,1,0,3.45,2.85,2.8,2.7,4.15
1,1,1,0,0,1,0,0,0,0,3.45,2.85,2.8,2.7,4.15
0,0,0,0,0,1,0,0,0,2,3.45,2.85,2.8,2.7,4.15
0,0,1,0,1,1,0,0,0,1,3.45,2.85,2.8,2.7,4.15
1,1,0,0,0,1,0,1,0,2,3.45,2.85,2.8,2.7,4.15
1,1,0,0,0,1,0,1,0,1,3.45,2.85,2.8,2.7,4.15
2,0,1,0,0,1,1,0,0,1,3.45,2.85,2.8,2.7,4.15
1,0,0,0,0,1,0,0,0,0,4.15,3.1,3.2,3.6,3.8
1,1,0,0,0,1,0,0,0,1,4.15,3.1,3.2,3.6,3.8
0,1,4,1,0,1,2,2,2,0,4.15,3.1,3.2,3.6,3.8
0,0,0,0,1,1,0,0,0,0,4.15,3.1,3.2,3.6,3.8
0,0,2,1,1,0,1,0,1,0,4.15,3.1,3.2,3.6,3.8
1,0,0,0,0,0,0,0,0,0,4.15,3.1,3.2,3.6,3.8
0,0,0,0,0,0,0,0,0,2,4.15,3.1,3.2,3.6,3.8
0,0,0,0,0,1,0,0,0,0,4.15,3.1,3.2,3.6,3.8
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,1,0,1,1,3.65,3.15,3.45,2.35,4.5
1,0,2,0,1,0,1,0,1,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,1,1,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
2,1,0,0,0,1,0,0,0,1,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
1,1,3,0,2,3,1,1,0,1,3.65,3.15,3.45,2.35,4.5
1,0,0,0,0,0,0,0,0,2,3.65,3.15,3.45,2.35,4.5
2,2,0,0,0,2,0,1,1,1,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,0,0,1,0,3.65,3.15,3.45,2.35,4.5
0,1,1,0,0,1,1,0,0,0,3.65,3.15,3.45,2.35,4.5
1,2,2,1,1,2,0,0,0,2,3.65,3.15,3.45,2.35,4.5
0,0,2,1,0,0,1,0,1,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,1,3.65,3.15,3.45,2.35,4.5
1,1,0,0,0,1,0,0,0,1,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,1,0,0,0,3.65,3.15,3.45,2.35,4.5
1,2,1,0,0,2,0,0,1,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,1,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
1,1,3,3,3,1,3,0,3,2,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,4,3,2,2,3,0,2,0,3.65,3.15,3.45,2.35,4.5
1,0,1,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,1,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
3,2,3,2,2,6,1,0,2,2,3.65,3.15,3.45,2.35,4.5
2,1,0,0,0,1,1,0,0,1,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.65,3.15,3.45,2.35,4.5
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
2,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
2,2,0,1,0,2,0,1,0,2,3.75,3.25,4.5,5,4
1,0,1,0,0,1,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,2,0,0,0,2,0,1,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,1,3.75,3.25,4.5,5,4
2,2,3,2,1,2,0,2,1,2,3.75,3.25,4.5,5,4
0,0,1,1,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,1,1,0,0,0,1,0,0,3.75,3.25,4.5,5,4
2,1,0,0,1,1,0,1,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,0,1,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,0,0,1,3.75,3.25,4.5,5,4
1,1,0,0,1,1,0,1,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,1,0,0,0,0,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,1,0,0,0,1,3.75,3.25,4.5,5,4
0,0,1,0,1,1,1,0,1,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,1,0,1,0,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,1,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
2,2,1,1,1,4,1,2,1,3,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,0,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,2,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
0,0,2,1,0,3,3,0,2,3,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
2,1,0,0,0,2,0,0,0,3,3.75,3.25,4.5,5,4
0,0,0,0,0,3,0,0,0,0,3.75,3.25,4.5,5,4
1,1,1,0,0,1,1,0,1,0,3.75,3.25,4.5,5,4
1,0,1,0,0,0,1,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,2,0,0,0,2,3.75,3.25,4.5,5,4
1,2,0,1,0,2,0,1,0,1,3.75,3.25,4.5,5,4
0,0,1,1,1,1,1,0,1,0,3.75,3.25,4.5,5,4
0,1,0,0,0,1,0,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,0,0,1,3.75,3.25,4.5,5,4
1,2,0,0,0,2,0,0,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,1,1,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,2,0,0,0,2,0,0,0,1,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,1,0,0,0,1,0,0,0,1,3.75,3.25,4.5,5,4
0,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
1,0,0,0,0,0,0,0,0,0,3.75,3.25,4.5,5,4
