sEXT,sNEU,sAGR,sCON,sOPN
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.3,2.15,3.6,3.3,4.1
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
4.65,3.2,3.05,3.65,4.75
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.7,2.9,3.4,3.35,4.05
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
3.45,2.85,2.8,2.7,4.15
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
4.15,3.1,3.2,3.6,3.8
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.65,3.15,3.45,2.35,4.5
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.75,3.25,4.5,5,4
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
1.8,2.9,2.9,3,4.2
