sEXT,sNEU,sAGR,sCON,sOPN
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
3.25,3.75,1.75,4,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
2,2.65,3.95,2.8,2.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.55,2.2,3.3,3.9,3.65
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
4.5,2.75,3.25,2.75,3.75
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
3.6,1.84,3.15,3.25,3.7
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.8,3,2.45,3.75,2.85
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
1.75,3.75,2.5,1.5,3.5
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.7,1.45,3.8,4.35,3.3
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
2.65,2.75,4.65,3.1,3.7
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
3.25,3.25,3.75,4.25,3.5
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
2.71,3.57,3.14,3.64,3.57
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
3.25,3.13,4.25,5,3.63
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
2.7,3.05,1.65,1.55,3.65
