sEXT,sNEU,sAGR,sCON,sOPN
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
1.5,3.8,4.15,3.05,3.95
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.3,3.5,4.5,2.85,4.5
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.8,3.15,3.65,3.45,4.35
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
2.45,4,3.8,2.8,4.25
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
