sEXT,sNEU,sAGR,sCON,sOPN
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.35,2.75,2.85,3.1,4.15
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
3.55,2.3,3.65,4.65,4.6
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
2.6,2.65,2.1,2.2,3.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
3.35,2.3,4.1,2.4,4.5
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.1,1.78,3.3,4.3,4.7
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.3,1.45,4.4,2.4,4.6
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
4.5,2.75,2.5,3.5,4.25
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.5,2,3,4.25,2.5
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
2.9,2.65,3.45,3.45,4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
4.33,2,4.17,3.67,4.4
